;nfl_id;player_name;team_name;player_display_name;team;player_id
548;37075;Von Miller;BUF;Von Miller;BUF;00-0027940
38;43350;Vonn Bell;CAR;Vonn Bell;CAR;00-0032939
581;55867;Will Anderson Jr.;HOU;;;00-0039108
26;47864;Will Harris;DET;Will Harris;DET;00-0035655
726;55879;Will McDonald IV;NYJ;;;00-0039142
17;52471;Willie Gay Jr.;KC;;;00-0036362
277;43327;Xavien Howard;MIA;Xavien Howard;MIA;00-0033050
349;52444;Xavier McKinney;NYG;Xavier McKinney;NYG;00-0036388
39;45004;Xavier Woods;CAR;Xavier Woods;CAR;00-0033579
513;43358;Yannick Ngakoue;CHI;Yannick Ngakoue;CHI;00-0033123
468;56001;Yasir Abdullah;JAX;Yasir Abdullah;JAX;00-0038580
137;55947;Yaya Diaby;TB;;;00-0039068
444;52446;Yetur Gross-Matos;CAR;Yetur Gross-Matos;CAR;00-0036288
95;42465;Za'Darius Smith;CLE;Za'Darius Smith;CLE;00-0031576
651;55929;Zacch Pickens;CHI;Zacch Pickens;CHI;00-0038937
649;47848;Zach Allen;DEN;Zach Allen;DEN;00-0035248
300;44869;Zach Cunningham;PHI;Zach Cunningham;PHI;00-0033547
616;55940;Zach Harrison;ATL;Zach Harrison;ATL;00-0038980
321;55103;Zach VanValkenburg;LA;Zach VanValkenburg;LA;00-0037515
161;52482;Zack Baun;NO;Zack Baun;NO;00-0036418
111;46304;Zaire Franklin;IND;Zaire Franklin;IND;00-0034431
201;53445;Zaven Collins;ARI;Zaven Collins;ARI;00-0036933
415;54622;Zyon McCollum;TB;Zyon McCollum;TB;00-0037268
